carat;cut;color;clarity;depth;table;price;x;y;z
101;Good;G;SI1;631;550;4064;631;633;399
101;Very Good;G;SI1;623;590;4064;634;637;396
96;Very Good;H;SI1;631;580;4064;62;625;393
9;Premium;H;VS1;630;590;4064;613;61;385
112;Premium;J;SI1;623;570;4064;672;661;415
112;Premium;J;SI1;627;550;4064;665;661;416
9;Ideal;H;VS1;612;570;4064;628;624;383
9;Premium;H;VS1;615;590;4064;619;613;379
112;Premium;H;SI2;624;580;4065;658;663;412
11;Good;E;SI2;633;560;4065;653;658;415
92;Ideal;F;SI2;620;540;4065;626;632;39
10;Good;D;SI2;643;590;4065;621;63;402
91;Very Good;H;VS1;617;560;4066;622;625;385
91;Very Good;H;VS1;627;630;4066;61;603;38
112;Very Good;J;SI2;585;600;4066;683;689;401
11;Very Good;G;SI2;634;560;4066;656;654;415
91;Ideal;D;SI2;626;540;4067;622;625;39
91;Good;F;SI1;580;570;4067;636;647;372
9;Very Good;D;SI1;624;630;4068;615;618;385
9;Very Good;D;SI1;618;610;4068;616;62;382
9;Very Good;D;SI1;625;630;4068;611;614;383
9;Good;D;SI1;632;620;4068;606;613;385
9;Very Good;D;SI1;628;590;4068;606;61;382
92;Ideal;G;SI2;624;560;4068;621;623;388
95;Ideal;E;SI2;622;560;4068;626;635;392
84;Ideal;E;SI1;617;530;4068;608;611;376
8;Ideal;F;VS1;628;560;4070;591;596;373
95;Premium;E;SI2;607;590;4070;636;63;384
103;Premium;E;SI2;588;620;4070;658;651;385
11;Ideal;E;SI2;594;540;4071;679;674;402
118;Good;E;SI2;636;570;4071;674;672;428
112;Premium;D;SI2;612;590;4071;67;666;409
101;Premium;I;SI1;618;580;4072;645;637;396
101;Premium;G;SI1;602;580;4072;648;644;389
101;Very Good;F;SI2;631;570;4072;637;63;40
101;Premium;D;SI2;617;590;4072;641;637;394
9;Ideal;H;VS2;627;570;4072;613;615;385
9;Good;H;VS1;606;610;4072;613;619;373
101;Premium;H;SI2;594;590;4072;656;653;389
101;Good;H;SI2;637;550;4072;637;632;404
101;Fair;G;VS2;657;540;4072;632;628;414
101;Very Good;I;SI1;634;620;4072;625;618;394
101;Premium;F;SI2;620;590;4072;649;643;401
101;Good;F;SI2;636;590;4072;638;634;404
101;Premium;I;SI2;605;600;4072;652;65;394
101;Premium;I;SI1;586;620;4072;651;645;38
93;Premium;I;VS2;627;610;4073;624;614;388
111;Ideal;J;SI2;625;570;4073;664;66;414
9;Very Good;F;SI1;616;580;4074;612;626;381
99;Premium;F;SI2;606;610;4075;645;638;389
107;Premium;I;SI1;584;600;4075;678;668;393
111;Very Good;I;SI2;631;570;4075;659;654;414
10;Ideal;E;SI2;623;570;4077;633;628;393
91;Ideal;E;VS2;621;550;4077;617;614;382
92;Premium;H;VS2;613;580;4077;621;626;382
101;Good;F;SI2;569;600;4077;668;664;379
10;Good;E;SI2;615;640;4077;629;622;385
9;Ideal;G;SI2;606;550;4077;627;633;382
10;Premium;E;SI2;605;610;4077;638;631;384
112;Premium;H;SI2;610;590;4077;672;666;408
10;Very Good;E;SI2;595;630;4077;647;641;383
10;Ideal;E;SI2;607;550;4077;639;633;386
112;Premium;H;SI2;610;560;4077;668;665;407
10;Premium;E;SI2;626;560;4077;643;639;401
104;Ideal;H;SI2;596;560;4077;664;659;394
112;Premium;I;SI1;613;580;4077;669;668;41
10;Premium;E;SI2;620;590;4077;643;63;395
10;Premium;I;VS1;606;580;4077;647;64;39
10;Fair;E;SI2;646;600;4077;623;618;401
9;Good;D;SI2;640;590;4078;604;609;388
9;Very Good;D;SI2;629;560;4078;609;619;386
9;Ideal;D;SI2;624;560;4078;616;624;387
103;Premium;H;SI2;607;590;4078;648;654;395
103;Ideal;I;SI1;613;560;4078;649;653;399
103;Premium;H;SI2;623;590;4078;642;646;401
109;Very Good;I;SI2;638;570;4078;65;655;416
101;Ideal;H;SI2;607;590;4078;647;645;392
101;Ideal;H;SI2;613;590;4078;65;646;397
97;Ideal;E;SI2;623;560;4078;628;633;393
106;Premium;E;SI1;592;600;4078;664;66;392
102;Premium;G;SI2;581;580;4078;667;658;385
119;Premium;G;SI2;624;590;4078;674;671;42
101;Good;G;SI2;635;580;4079;634;639;404
101;Ideal;G;SI2;595;570;4079;656;659;391
9;Premium;G;VS2;606;610;4079;619;613;373
10;Very Good;I;SI2;607;590;4080;64;646;39
91;Very Good;G;SI1;635;580;4081;615;604;387
9;Very Good;G;VS2;635;620;4081;607;611;387
10;Very Good;F;SI2;628;570;4081;637;644;402
10;Good;I;VS2;626;590;4081;628;633;395
10;Very Good;F;SI2;629;590;4081;63;639;399
10;Very Good;F;SI2;626;580;4081;631;637;397
10;Good;F;SI2;638;580;4081;628;633;402
10;Good;F;SI2;627;570;4081;629;634;396
93;Very Good;F;SI1;588;600;4081;637;649;378
10;Good;H;SI2;630;560;4081;631;638;40
9;Very Good;H;VS2;633;590;4082;605;601;382
10;Very Good;F;SI2;602;590;4082;641;648;388
74;Ideal;E;VVS2;622;570;4082;578;583;361
72;Ideal;D;VS2;618;560;4082;574;578;356
72;Ideal;D;VS2;610;550;4082;579;581;354
9;Premium;H;VS2;618;580;4082;617;612;38
9;Premium;H;VS2;613;590;4082;624;619;381
9;Premium;H;VS2;627;590;4082;615;61;384
9;Premium;H;VS2;620;570;4082;616;61;38
9;Premium;H;VS2;618;560;4082;625;618;384
9;Premium;H;VS2;607;580;4082;621;617;376
135;Premium;J;SI1;621;540;4082;715;709;442
11;Very Good;I;SI2;628;570;4083;656;663;414
104;Very Good;G;SI2;603;620;4084;65;656;394
102;Very Good;I;SI2;626;560;4084;641;644;402
64;Ideal;D;VVS1;618;540;4084;554;556;343
11;Good;G;SI2;642;560;4084;655;651;419
111;Very Good;J;SI1;633;610;4084;656;649;413
128;Good;H;SI2;568;620;4086;722;716;408
8;Ideal;E;VS1;621;560;4086;592;597;369
92;Good;D;SI1;636;570;4086;614;609;389
10;Good;H;SI1;568;650;4086;661;649;372
81;Ideal;D;VS2;621;560;4087;601;598;372
10;Very Good;F;SI1;632;540;4088;63;623;396
9;Ideal;G;SI1;621;560;4088;62;616;384
10;Very Good;I;SI1;632;560;4088;637;631;401
9;Very Good;I;VS2;614;580;4089;622;625;383
85;Ideal;E;SI1;630;560;4089;60;604;379
92;Good;G;SI1;606;600;4089;629;632;382
109;Premium;I;VS2;590;610;4090;678;675;398
9;Ideal;E;SI2;627;540;4091;613;621;387
117;Premium;F;SI2;599;590;4092;682;686;41
106;Ideal;I;SI2;613;560;4092;655;659;403
111;Ideal;J;SI2;617;570;4092;663;669;411
9;Very Good;E;SI1;631;610;4092;618;614;389
9;Premium;E;SI1;598;580;4092;626;621;373
9;Ideal;E;SI1;630;560;4092;615;61;386
9;Premium;E;SI1;627;620;4092;622;61;385
9;Very Good;E;SI1;631;600;4092;618;614;389
9;Good;G;VS2;636;590;4093;604;61;386
102;Good;H;SI1;571;610;4093;657;666;378
9;Ideal;I;VS1;613;550;4093;621;625;382
113;Premium;J;SI2;597;590;4093;685;676;406
108;Ideal;J;VS2;623;560;4093;66;653;409
72;Ideal;E;VVS2;620;549;4094;575;578;357
10;Premium;G;SI2;627;590;4095;63;636;397
7;Very Good;D;VS1;603;580;4095;576;579;348
103;Good;F;SI2;577;630;4095;668;664;384
91;Ideal;H;SI1;616;560;4096;621;625;384
111;Premium;G;SI1;609;590;4096;669;664;407
92;Premium;D;SI2;624;580;4096;619;618;386
92;Premium;D;SI2;624;600;4096;625;621;389
15;Premium;F;I1;626;570;4096;733;721;455
106;Premium;I;SI2;609;580;4096;66;656;401
95;Very Good;J;VVS2;605;590;4098;633;636;384
94;Premium;E;SI2;624;580;4098;626;633;393
108;Premium;J;SI1;610;600;4098;657;662;402
123;Ideal;H;I1;618;560;4098;691;685;425
9;Very Good;I;VVS1;613;590;4099;617;62;379
101;Ideal;J;SI2;619;553;4099;643;65;401
9;Very Good;F;SI1;628;590;4099;61;616;385
122;Fair;I;SI1;662;600;4099;661;656;436
12;Ideal;J;VS2;616;540;4099;688;682;422
103;Very Good;H;SI2;609;570;4101;65;658;398
111;Ideal;J;SI2;626;540;4101;661;664;415
9;Ideal;H;SI2;618;570;4101;617;619;382
9;Ideal;H;SI2;618;560;4101;617;62;382
9;Ideal;H;SI2;619;550;4101;621;619;384
103;Good;F;SI2;617;630;4101;646;651;40
97;Ideal;G;SI2;627;570;4101;631;628;395
97;Premium;G;SI2;613;570;4101;637;632;389
111;Very Good;E;SI2;616;610;4102;661;666;409
111;Very Good;E;SI2;617;630;4102;654;665;407
31;Premium;G;SI2;603;590;408;435;437;263
31;Very Good;I;SI1;607;600;408;433;437;264
31;Premium;I;SI1;623;590;408;429;432;268
31;Premium;G;SI2;613;580;408;437;44;269
31;Ideal;G;SI2;617;560;408;434;438;269
31;Ideal;G;SI2;605;570;408;436;44;265
31;Good;I;SI1;638;550;408;431;434;276
31;Good;G;SI2;633;540;408;429;434;273
32;Ideal;J;VS2;615;530;409;444;447;274
35;Good;J;SI1;633;560;409;45;453;286
3;Premium;H;SI2;602;620;410;437;434;262
25;Very Good;D;VS1;621;600;410;403;405;251
36;Premium;J;SI1;616;600;410;454;458;281
3;Ideal;J;VS1;620;570;411;428;43;266
3;Ideal;J;VS1;622;570;411;427;428;266
23;Premium;D;VS2;585;610;411;406;398;235
24;Very Good;E;VS1;625;550;412;396;398;248
27;Ideal;I;VVS2;620;545;412;415;419;258
31;Good;J;VS1;619;610;412;429;434;267
27;Very Good;E;VS1;606;590;413;419;422;255
27;Very Good;D;VS1;622;580;413;414;415;258
3;Very Good;G;SI1;601;580;413;431;434;26
3;Very Good;D;SI2;623;580;413;426;428;266
3;Ideal;J;VVS2;620;540;413;43;434;268
32;Ideal;J;VS2;623;553;413;436;437;272
3;Ideal;D;SI2;611;580;413;431;433;264
23;Very Good;D;VS2;602;570;577;402;407;243
3;Ideal;H;VVS2;610;550;577;433;434;265
31;Ideal;G;VS2;621;550;577;435;438;271
27;Ideal;F;VS2;609;570;577;417;42;255
27;Ideal;F;VS2;603;560;577;424;427;256
27;Ideal;F;VS1;617;570;577;415;418;257
27;Ideal;E;VS1;605;560;577;421;422;255
25;Ideal;H;VVS1;625;560;577;406;403;253
25;Premium;H;VVS1;598;590;577;409;407;244
25;Premium;H;VVS1;601;620;577;411;408;246
25;Premium;H;VVS1;627;600;577;403;398;251
31;Very Good;H;VVS2;626;560;578;433;436;272
31;Very Good;H;VVS2;612;550;578;441;444;27
26;Ideal;I;VS1;616;540;578;408;412;253
3;Very Good;E;VS1;615;570;578;428;431;264
4;Very Good;F;SI2;626;530;579;47;475;296
4;Very Good;F;SI2;621;570;579;47;474;293
36;Ideal;G;VS2;623;540;579;459;462;287
31;Fair;E;SI1;569;660;579;453;447;256
33;Premium;E;SI1;604;590;579;443;447;269
33;Ideal;G;VS2;622;560;579;443;444;276
33;Very Good;G;VS2;606;610;579;446;449;271
33;Good;E;SI1;634;550;579;437;44;278
33;Very Good;E;SI1;602;580;579;449;455;272
33;Good;E;SI1;638;550;579;436;438;279
33;Very Good;E;SI1;603;600;579;447;449;27
33;Premium;G;VS2;613;590;579;444;446;273
33;Ideal;H;VS1;615;560;579;444;447;274
10;Good;F;SI2;657;620;4102;615;621;406
101;Fair;G;SI1;669;560;4102;615;622;414
109;Premium;E;SI2;601;620;4102;672;66;40
102;Premium;H;SI1;618;560;4102;647;642;398
9;Ideal;F;SI1;623;560;4103;617;613;383
9;Premium;F;SI1;626;600;4103;611;606;381
106;Ideal;I;SI2;619;590;4103;647;652;402
9;Very Good;F;SI1;631;560;4103;617;612;388
91;Very Good;G;VS2;640;566;4105;609;615;392
107;Premium;J;SI2;624;580;4105;654;647;406
12;Ideal;J;VS2;622;540;4106;684;68;424
9;Premium;E;SI1;611;580;4106;622;626;381
101;Good;E;SI1;643;590;4106;628;631;405
13;Very Good;J;VS2;633;570;4106;698;696;441
10;Very Good;I;SI2;626;570;4107;637;64;40
91;Fair;D;VS2;657;560;4107;61;605;399
91;Fair;D;VS2;657;580;4107;604;599;395
91;Ideal;F;SI1;602;570;4108;629;634;38
91;Very Good;F;SI1;622;570;4108;619;625;387
87;Ideal;D;SI1;626;560;4108;617;608;384
9;Good;G;VS1;658;590;4108;60;604;396
91;Ideal;H;VS1;629;550;4109;623;613;389
93;Very Good;G;SI1;615;570;4111;623;633;386
81;Ideal;H;IF;616;580;4111;598;601;369
105;Very Good;H;SI2;638;580;4112;638;645;409
91;Good;D;SI1;631;610;4113;61;616;387
109;Very Good;F;SI2;585;590;4113;675;68;396
93;Very Good;E;SI2;625;580;4113;621;624;389
10;Good;G;SI2;576;620;4113;662;655;379
82;Ideal;D;SI1;619;560;4113;599;602;372
102;Premium;H;SI2;611;610;4113;651;648;397
113;Premium;I;SI1;617;580;4113;666;662;41
102;Premium;I;SI1;617;580;4113;648;645;399
12;Premium;J;SI1;628;580;4113;677;67;423
96;Premium;E;SI2;626;600;4113;632;626;394
102;Ideal;I;SI2;606;560;4113;657;653;397
7;Very Good;E;VVS1;619;580;4114;56;567;349
7;Ideal;F;VVS2;612;560;4114;573;578;352
9;Good;I;VVS1;636;580;4114;614;61;389
9;Premium;D;SI2;592;600;4114;634;63;374
91;Fair;H;VVS1;565;670;4115;638;64;361
9;Very Good;G;VS1;615;560;4116;615;62;38
101;Good;H;SI1;640;580;4116;631;637;406
101;Good;H;SI1;634;580;4116;637;641;405
73;Very Good;D;VS1;611;590;4116;579;586;356
98;Ideal;G;SI2;629;570;4116;633;629;397
92;Good;H;VS1;623;630;4116;618;63;388
105;Premium;H;SI2;614;580;4116;658;654;403
105;Premium;J;VS1;600;600;4116;646;643;40
105;Ideal;J;VS1;628;570;4116;645;641;404
10;Premium;E;SI2;626;600;4116;635;633;397
9;Good;D;SI1;644;600;4117;595;60;385
8;Very Good;E;VS1;607;600;4118;60;609;367
102;Ideal;I;SI2;618;570;4118;644;646;399
101;Ideal;E;SI2;630;560;4118;634;63;398
101;Premium;E;SI2;606;580;4118;653;647;394
101;Fair;E;SI2;552;650;4118;678;667;371
101;Very Good;E;SI2;631;610;4118;634;627;398
101;Fair;E;SI2;647;550;4118;637;63;41
101;Fair;D;SI1;663;550;4118;622;617;411
101;Good;E;SI2;637;550;4118;638;631;405
101;Premium;G;SI1;630;600;4118;634;63;398
101;Ideal;I;VS1;629;560;4118;643;638;403
101;Premium;G;SI1;600;590;4118;651;647;389
9;Good;F;SI1;625;590;4119;61;613;382
9;Very Good;F;SI1;627;590;4119;612;616;385
101;Very Good;F;SI2;628;580;4119;631;636;398
101;Ideal;H;SI2;628;560;4119;638;645;403
101;Good;F;SI2;582;630;4119;651;655;38
101;Very Good;J;VS2;593;590;4120;65;658;388
111;Premium;I;SI2;615;580;4120;661;665;408
106;Ideal;H;SI1;627;570;4120;648;653;408
111;Premium;I;SI2;618;580;4120;661;666;41
9;Good;D;SI1;638;580;4120;613;609;39
109;Premium;I;SI2;613;550;4120;666;662;407
101;Very Good;F;SI2;627;560;4121;635;64;40
101;Good;I;VS2;628;590;4121;634;64;40
101;Very Good;F;SI2;622;580;4121;636;64;397
101;Good;F;SI2;636;590;4121;634;637;404
101;Very Good;F;SI2;610;600;4121;644;648;394
101;Premium;F;SI2;606;600;4121;646;65;393
91;Premium;D;SI2;622;590;4123;619;623;386
91;Very Good;D;SI2;615;560;4123;622;627;384
113;Fair;J;SI1;649;550;4123;649;656;424
104;Premium;D;SI2;609;570;4123;654;649;397
9;Very Good;F;VS2;627;620;4124;611;617;385
71;Ideal;E;VVS2;620;570;4124;57;572;354
9;Good;G;VS2;649;610;4124;591;599;386
108;Premium;G;SI2;630;540;4124;658;654;413
114;Ideal;F;I1;613;560;4124;676;674;413
10;Good;H;SI2;627;580;4125;631;633;396
10;Ideal;I;SI1;598;570;4125;644;65;387
10;Very Good;I;SI1;630;580;4125;63;633;398
104;Very Good;G;SI2;627;570;4125;64;646;403
8;Ideal;E;SI1;619;550;4125;594;598;369
91;Good;G;VS2;599;610;4125;62;633;375
9;Fair;E;VS2;645;610;4125;607;603;39
8;Very Good;F;VVS2;627;580;4126;588;592;37
9;Very Good;I;VS1;626;590;4126;611;615;384
8;Ideal;E;VS2;622;550;4126;595;598;371
105;Ideal;J;SI2;623;540;4126;652;655;407
107;Premium;I;SI1;612;580;4126;662;655;403
89;Ideal;F;SI1;621;550;4127;615;618;383
101;Fair;F;SI2;582;610;4127;648;652;378
9;Ideal;D;VS2;615;560;4128;625;62;383
91;Premium;H;VS2;628;580;4128;617;615;387
91;Premium;H;VS2;619;590;4128;623;618;384
91;Premium;H;VS2;610;590;4128;632;627;384
107;Ideal;F;SI2;612;570;4128;662;659;404
91;Premium;H;VS2;599;620;4128;633;626;377
101;Ideal;G;SI1;615;560;4129;652;646;399
9;Very Good;H;VS2;637;610;4129;604;607;386
101;Ideal;H;SI2;617;560;4129;647;643;398
101;Very Good;I;VS1;631;560;4129;642;636;403
101;Good;J;VS1;604;640;4129;648;644;39
101;Fair;H;SI2;649;560;4129;633;625;408
101;Premium;I;SI1;599;590;4129;646;642;386
9;Very Good;D;SI1;601;580;4130;627;63;378
82;Ideal;G;VVS2;621;560;4130;597;601;372
108;Ideal;I;SI2;623;570;4130;656;661;41
116;Good;F;SI2;608;650;4131;678;675;411
101;Ideal;H;SI2;601;600;4131;654;65;392
109;Ideal;J;VS2;613;570;4131;663;661;406
12;Premium;I;VS2;613;600;4131;679;675;415
106;Very Good;I;SI2;628;560;4132;647;655;409
91;Ideal;E;SI1;610;580;4132;623;629;382
122;Premium;J;SI2;622;600;4132;689;677;425
9;Premium;D;SI2;612;620;4133;622;607;376
123;Premium;I;SI1;603;600;4133;695;688;417
101;Very Good;J;SI1;633;550;4133;634;632;401
10;Ideal;I;SI1;616;590;4133;634;642;393
11;Good;I;SI1;631;610;4133;649;656;412
9;Ideal;G;VS2;627;560;4133;625;615;389
9;Premium;E;SI2;617;570;4133;623;621;384
9;Ideal;H;VS2;619;550;4133;622;619;384
9;Very Good;E;VS2;611;630;4134;617;62;378
73;Ideal;D;VS2;607;570;4134;584;588;355
73;Ideal;D;VS2;616;560;4134;576;58;356
9;Very Good;G;VS2;634;590;4135;608;613;387
82;Very Good;E;VS2;628;590;4135;592;593;372
82;Ideal;D;SI1;616;570;4135;602;606;372
82;Ideal;D;SI1;622;550;4135;597;599;372
9;Good;G;VS2;644;620;4135;597;602;386
101;Good;G;SI2;637;590;4135;638;631;404
9;Very Good;H;VS1;615;590;4136;613;619;379
9;Very Good;H;VS1;618;560;4136;616;618;381
96;Very Good;H;VS2;612;570;4136;634;638;389
9;Very Good;H;VS1;627;570;4136;614;618;386
9;Very Good;H;VS1;630;590;4136;61;613;385
96;Very Good;G;SI1;620;590;4136;626;632;39
102;Very Good;J;SI1;614;580;4137;647;65;398
9;Premium;G;VS2;624;610;4137;617;613;384
9;Premium;G;VS2;608;560;4137;619;614;375
9;Premium;G;VS2;620;600;4137;619;614;382
9;Premium;G;VS2;628;580;4137;614;609;384
101;Premium;F;SI2;628;570;4137;631;624;394
10;Good;H;SI1;568;650;4138;661;649;372
91;Premium;E;SI1;605;610;4138;623;619;376
91;Premium;E;SI1;624;570;4138;623;611;385
91;Premium;E;SI1;619;610;4138;612;61;378
101;Premium;G;SI1;623;590;4138;637;634;396
91;Very Good;E;SI1;635;570;4138;611;607;387
91;Premium;E;SI1;626;580;4138;617;614;385
101;Good;G;SI1;642;560;4138;638;626;405
105;Premium;E;SI2;615;590;4139;652;658;403
112;Ideal;D;I1;606;550;4139;673;676;409
97;Very Good;G;SI1;602;610;4140;64;646;387
101;Good;F;SI2;649;600;4140;62;625;404
101;Good;F;SI2;582;610;4140;647;653;378
132;Fair;H;I1;658;550;4140;687;683;451
8;Ideal;F;VVS2;616;570;4140;597;594;367
112;Ideal;F;SI2;618;550;4140;669;666;413
93;Premium;D;SI2;626;570;4140;626;62;39
93;Premium;D;SI2;606;590;4140;634;63;383
15;Premium;G;I1;604;550;4140;74;732;445
10;Fair;E;SI1;663;620;4140;627;606;409
15;Good;G;I1;637;570;4140;728;721;462
104;Premium;I;SI2;613;590;4141;65;646;397
82;Very Good;F;VVS2;631;590;4141;591;597;375
91;Very Good;F;SI1;620;590;4141;62;622;385
95;Premium;E;SI2;607;590;4142;63;636;384
96;Very Good;F;SI2;609;570;4142;638;642;39
73;Ideal;G;IF;623;560;4142;572;578;358
91;Very Good;H;VVS2;636;560;4143;611;613;389
10;Premium;F;SI1;590;590;4144;655;65;385
10;Premium;J;VS1;628;570;4144;639;635;40
10;Ideal;J;VS1;623;560;4144;643;638;399
9;Very Good;E;SI1;620;620;4144;611;621;382
93;Very Good;G;SI1;623;580;4144;62;629;39
10;Premium;H;SI1;617;590;4144;641;636;394
141;Fair;H;I1;647;580;4145;705;70;455
105;Premium;J;VS2;611;580;4145;656;651;399
8;Ideal;G;VVS2;626;540;4146;59;597;371
121;Fair;J;SI1;653;600;4147;66;651;428
9;Good;E;SI1;604;580;4147;612;624;373
101;Good;H;SI2;648;580;4149;624;629;406
114;Ideal;H;SI2;626;570;4150;671;665;418
92;Premium;D;SI2;625;550;4150;621;618;387
91;Good;G;VS1;641;590;4150;61;613;392
101;Good;G;SI2;624;600;4150;632;638;396
10;Fair;H;SI1;563;630;4150;663;661;373
95;Premium;G;SI1;626;580;4150;626;621;39
76;Ideal;D;VVS2;623;570;4150;587;584;365
10;Premium;H;SI1;618;590;4150;64;635;394
76;Premium;F;IF;606;600;4150;589;585;356
9;Premium;G;VS2;611;580;4152;622;625;381
108;Very Good;J;SI2;625;600;4152;651;657;409
118;Ideal;E;I1;616;560;4153;679;682;419
101;Very Good;J;SI1;613;570;4153;645;65;397
103;Premium;H;SI2;623;590;4153;646;642;401
103;Premium;J;SI1;617;540;4153;656;65;403
101;Premium;G;SI2;601;590;4154;645;639;386
109;Good;F;SI1;610;640;4154;658;663;403
101;Very Good;G;SI2;635;580;4154;639;634;404
92;Premium;H;VS1;610;620;4155;632;626;384
9;Very Good;H;VS2;620;570;4155;61;616;38
9;Premium;H;VS2;613;590;4155;619;624;381
9;Very Good;H;VS2;618;560;4155;618;625;384
9;Very Good;H;VS2;627;590;4155;61;615;384
102;Very Good;I;SI2;632;600;4155;637;641;404
10;Good;F;SI2;573;610;4155;664;659;379
106;Premium;F;SI1;619;590;4155;657;652;405
10;Premium;I;VS2;626;590;4155;633;628;395
10;Good;F;SI2;638;580;4155;633;628;402
10;Ideal;F;SI2;627;570;4155;634;629;396
10;Premium;F;SI2;629;590;4155;639;63;399
10;Premium;F;SI2;626;580;4155;637;631;397
10;Premium;F;SI2;628;570;4155;644;637;402
10;Good;I;VS2;597;640;4155;651;645;387
10;Good;D;SI1;576;620;4155;662;65;378
106;Premium;D;SI2;609;600;4155;655;652;398
10;Premium;F;SI2;624;610;4155;634;632;395
10;Premium;F;SI2;594;620;4155;64;637;379
106;Premium;I;SI1;629;600;4155;647;643;406
9;Good;H;VS2;615;610;4156;615;624;381
9;Very Good;H;VS2;622;580;4157;611;618;382
74;Ideal;F;VVS2;617;570;4157;579;584;359
9;Ideal;I;VS2;620;530;4157;617;623;385
11;Ideal;J;SI2;609;560;4157;668;672;408
116;Premium;H;SI2;588;610;4157;693;684;405
9;Premium;F;SI1;612;590;4158;619;616;378
9;Very Good;F;SI1;632;560;4158;616;609;387
92;Good;D;SI1;636;570;4158;609;614;389
92;Good;D;SI1;631;580;4158;611;616;387
10;Good;F;SI1;637;580;4158;629;634;402
105;Very Good;H;SI2;630;590;4158;644;648;407
11;Ideal;I;SI2;628;570;4158;663;656;414
112;Premium;G;SI2;612;580;4158;669;667;409
104;Premium;G;SI2;603;620;4158;656;65;394
136;Fair;J;SI2;678;550;4158;673;666;454
112;Good;G;SI2;567;620;4158;691;686;39
9;Premium;E;SI1;629;580;4158;616;611;386
9;Premium;F;SI1;630;600;4158;613;609;385
9;Premium;F;SI1;599;590;4158;629;626;376
112;Ideal;G;SI2;628;540;4158;67;664;419
83;Ideal;D;SI1;619;560;4159;601;604;373
102;Good;G;SI2;599;580;4159;648;655;39
103;Premium;G;SI2;593;580;4160;658;663;392
91;Ideal;E;SI2;618;560;4160;619;627;385
132;Premium;J;SI2;612;590;4160;708;704;432
9;Very Good;I;VVS1;635;580;4161;606;609;386
9;Ideal;G;SI1;621;560;4161;616;62;384
9;Ideal;G;SI1;619;550;4161;618;623;384
59;Ideal;D;IF;607;580;4161;545;549;332
102;Very Good;F;SI2;630;580;4162;638;644;404
102;Very Good;F;SI2;604;600;4162;649;653;393
102;Very Good;F;SI2;599;620;4162;65;653;39
106;Very Good;G;SI2;611;620;4162;655;661;402
102;Very Good;F;SI2;620;590;4162;633;642;395
102;Very Good;F;SI2;602;610;4162;648;652;391
102;Good;F;SI2;638;530;4162;637;646;409
102;Premium;F;SI2;599;590;4162;656;659;394
103;Ideal;I;SI2;623;590;4162;639;645;40
93;Very Good;G;SI2;629;560;4163;62;623;391
10;Fair;G;SI1;631;590;4163;632;627;397
33;Ideal;E;SI1;625;550;579;442;445;277
33;Ideal;I;VVS2;624;560;579;441;443;276
33;Premium;G;VS2;614;600;579;441;445;272
33;Ideal;H;VS1;620;550;579;444;446;276
33;Ideal;H;VS1;617;540;579;445;447;275
33;Very Good;E;SI1;627;560;579;439;445;277
33;Premium;G;VS2;619;590;579;44;446;274
33;Ideal;E;SI1;624;560;579;441;443;276
33;Very Good;E;SI1;607;570;579;443;447;27
33;Premium;I;VVS2;610;580;579;442;446;271
33;Very Good;G;VS2;609;560;579;446;45;273
33;Premium;I;VVS2;610;590;579;441;444;27
33;Ideal;I;VVS2;627;540;579;442;445;278
33;Good;I;VVS2;637;560;579;436;44;279
33;Ideal;H;VS1;618;560;579;441;446;274
33;Premium;G;VS2;626;580;579;441;444;277
33;Premium;I;VVS2;614;580;579;445;448;274
33;Very Good;E;SI1;591;580;579;451;456;268
33;Very Good;G;VS2;608;620;579;442;446;27
33;Ideal;I;VVS2;624;570;579;441;444;276
33;Ideal;G;VS2;625;570;579;439;441;275
33;Very Good;G;VS2;611;590;579;443;447;272
33;Premium;G;VS2;608;580;579;445;447;271
33;Very Good;H;VS1;600;610;579;448;452;27
33;Premium;E;SI1;622;590;579;441;443;275
33;Premium;H;VS1;619;580;579;443;445;275
33;Ideal;G;VS2;616;550;579;443;446;274
10;Ideal;H;SI2;625;540;4163;632;638;397
104;Premium;E;SI2;616;590;4164;655;657;404
85;Ideal;G;VS1;616;540;4164;608;612;376
9;Good;E;SI1;631;610;4165;614;618;389
9;Very Good;E;SI1;613;570;4165;624;629;384
9;Very Good;E;SI1;598;580;4165;621;626;373
9;Very Good;E;SI1;618;590;4165;611;616;379
93;Good;D;SI2;614;630;4165;622;626;383
9;Good;E;SI1;583;610;4165;624;629;365
91;Premium;D;SI1;615;590;4165;625;618;382
101;Very Good;I;SI1;629;580;4166;634;637;40
101;Premium;I;SI1;618;590;4166;637;644;396
101;Premium;H;SI2;616;590;4166;639;644;395
101;Very Good;H;SI2;588;580;4166;657;662;388
10;Fair;H;VS2;668;630;4166;619;608;41
10;Good;H;VS2;578;590;4166;653;647;375
71;Ideal;F;VVS2;622;560;4167;57;574;356
71;Ideal;F;VVS2;616;540;4167;576;579;356
117;Premium;F;SI2;599;590;4167;686;682;41
102;Good;H;SI1;571;610;4167;666;657;378
106;Ideal;I;SI2;613;560;4167;659;655;403
9;Ideal;D;SI2;608;560;4167;626;624;38
108;Very Good;F;SI2;633;590;4167;648;644;409
151;Fair;G;I1;656;540;4167;728;71;472
101;Good;E;SI2;633;580;4168;63;636;401
92;Premium;D;SI2;624;580;4168;618;619;386
92;Very Good;D;SI2;624;600;4168;621;625;389
111;Very Good;I;SI2;626;550;4168;665;671;418
